0.00025	-0.06
0.0005	-0.065
0.00075	-0.06
0.001	-0.075
0.00125	-0.065
0.0015	-0.07
0.00175	-0.07
0.002	-0.09
0.00225	-0.08
0.0025	-0.095
0.00275	-0.08
0.003	-0.095
0.00325	-0.08
0.0035	-0.095
0.00375	-0.085
0.004	-0.09
0.00425	-0.09
0.0045	-0.1
0.00475	-0.085
0.005	-0.105
0.00525	-0.09
0.0055	-0.045
0.00575	0.005
0.006	0.015
0.00625	0.045
0.0065	0.155
0.00675	0.14
0.007	0.045
0.00725	0.005
0.0075	-0.04
0.00775	-0.085
0.008	-0.2
0.00825	-0.195
0.0085	-0.2
0.00875	-0.2
0.009	-0.24
0.00925	-0.13
0.0095	0.34
0.00975	1.155
0.01	1.47
0.01025	-0.155
0.0105	-0.825
0.01075	-0.59
0.011	-0.35
0.01125	-0.155
0.0115	-0.17
0.01175	-0.14
0.012	-0.155
0.01225	-0.115
0.0125	-0.125
0.01275	-0.09
0.013	-0.095
0.01325	-0.065
0.0135	-0.055
0.01375	-0.015
0.014	-0.005
0.01425	0.035
0.0145	0.045
0.01475	0.09
0.015	0.11
0.01525	0.15
0.0155	0.18
0.01575	0.205
0.016	0.225
0.01625	0.23
0.0165	0.22
0.01675	0.235
0.017	0.23
0.01725	0.2
0.0175	0.17
0.01775	0.12
0.018	0.075
0.01825	0.04
0.0185	0.02
0.01875	0.005
0.019	-0.005
0.01925	-0.005
0.0195	-0.01
0.01975	-0.015
0.02	-0.01
0.02025	0
0.0205	-0.005
0.02075	-0.02
0.021	-0.02
0.02125	-0.015
0.0215	-0.025
0.02175	-0.035
0.022	-0.045
0.02225	-0.045
0.0225	-0.06
0.02275	-0.065
0.023	-0.07
0.02325	-0.055
0.0235	-0.06
0.02375	-0.08
0.024	-0.075
0.02425	-0.09
0.0245	-0.065
0.02475	-0.075
0.025	-0.08
0.02525	-0.08
0.0255	-0.085
0.02575	-0.09
0.026	-0.075
0.02625	-0.085
0.0265	-0.095
0.02675	-0.105
0.027	-0.09
0.02725	-0.095
0.0275	-0.07
0.02775	-0.045
0.028	0.005
0.02825	0.03
0.0285	0.07
0.02875	0.195
0.029	0.145
0.02925	0.05
0.0295	-0.015
0.02975	-0.025
0.03	-0.115
0.03025	-0.18
0.0305	-0.19
0.03075	-0.185
0.031	-0.185
0.03125	-0.215
0.0315	0.01
0.03175	0.575
0.032	1.185
0.03225	0.96
0.0325	-0.16
0.03275	-0.74
0.033	-0.64
0.03325	-0.35
0.0335	-0.175
0.03375	-0.145
0.034	-0.15
0.03425	-0.145
0.0345	-0.105
0.03475	-0.12
0.035	-0.09
0.03525	-0.085
0.0355	-0.07
0.03575	-0.04
0.036	-0.02
0.03625	0.005
0.0365	0.02
0.03675	0.045
0.037	0.08
0.03725	0.115
0.0375	0.14
0.03775	0.165
0.038	0.21
0.03825	0.19
0.0385	0.22
0.03875	0.21
0.039	0.215
0.03925	0.215
0.0395	0.16
0.03975	0.135
0.04	0.1
0.04025	0.05
0.0405	0.035
0.04075	-0.005
0.041	0.005
0.04125	-0.005
0.0415	-0.015
0.04175	-0.02
0.042	-0.01
0.04225	0
0.0425	-0.02
0.04275	-0.005
0.043	-0.04
0.04325	-0.035
0.0435	-0.05
0.04375	-0.04
0.044	-0.055
0.04425	-0.075
0.0445	-0.05
0.04475	-0.075
0.045	-0.09
0.04525	-0.08
0.0455	-0.09
0.04575	-0.08
0.046	-0.075
0.04625	-0.085
0.0465	-0.085
0.04675	-0.095
0.047	-0.095
0.04725	-0.105
0.0475	-0.08
0.04775	-0.115
0.048	-0.1
0.04825	-0.095
0.0485	-0.1
0.04875	-0.075
0.049	-0.005
0.04925	0.01
0.0495	0.055
0.04975	0.185
0.05	0.145
0.05025	0.075
0.0505	-0.005
0.05075	-0.025
0.051	-0.11
0.05125	-0.175
0.0515	-0.18
0.05175	-0.22
0.052	-0.175
0.05225	-0.24
0.0525	-0.03
0.05275	0.53
0.053	1.21
0.05325	1.22
0.0535	-0.105
0.05375	-0.795
0.054	-0.69
0.05425	-0.375
0.0545	-0.165
0.05475	-0.155
0.055	-0.135
0.05525	-0.15
0.0555	-0.12
0.05575	-0.12
0.056	-0.09
0.05625	-0.095
0.0565	-0.05
0.05675	-0.05
0.057	-0.01
0.05725	-0.005
0.0575	0.03
0.05775	0.08
0.058	0.075
0.05825	0.145
0.0585	0.155
0.05875	0.2
0.059	0.2
0.05925	0.24
0.0595	0.235
0.05975	0.245
0.06	0.245
0.06025	0.215
0.0605	0.18
0.06075	0.15
0.061	0.09
0.06125	0.035
0.0615	0.025
0.06175	0
0.062	-0.015
0.06225	-0.03
0.0625	0
0.06275	-0.02
0.063	-0.005
0.06325	-0.025
0.0635	-0.03
0.06375	-0.015
0.064	-0.01
0.06425	-0.035
0.0645	-0.04
0.06475	-0.05
0.065	-0.045
0.06525	-0.04
0.0655	-0.075
0.06575	-0.065
0.066	-0.095
0.06625	-0.085
0.0665	-0.085
0.06675	-0.09
0.067	-0.1
0.06725	-0.1
0.0675	-0.08
0.06775	-0.105
0.068	-0.105
0.06825	-0.1
0.0685	-0.105
0.06875	-0.095
0.069	-0.1
0.06925	-0.09
0.0695	-0.035
0.06975	0.01
0.07	0.035
0.07025	0.07
0.0705	0.19
0.07075	0.125
0.071	0.045
0.07125	-0.035
0.0715	-0.06
0.07175	-0.155
0.072	-0.21
0.07225	-0.225
0.0725	-0.2
0.07275	-0.215
0.073	-0.265
0.07325	0.07
0.0735	0.865
0.07375	1.495
0.074	0.625
0.07425	-0.44
0.0745	-0.815
0.07475	-0.6
0.075	-0.31
0.07525	-0.175
0.0755	-0.18
0.07575	-0.165
0.076	-0.135
0.07625	-0.135
0.0765	-0.115
0.07675	-0.105
0.077	-0.085
0.07725	-0.06
0.0775	-0.03
0.07775	-0.02
0.078	0.015
0.07825	0.05
0.0785	0.07
0.07875	0.105
0.079	0.165
0.07925	0.2
0.0795	0.205
0.07975	0.235
0.08	0.235
0.08025	0.265
0.0805	0.26
0.08075	0.235
0.081	0.215
0.08125	0.17
0.0815	0.125
0.08175	0.09
0.082	0.025
0.08225	-0.015
0.0825	-0.03
0.08275	-0.035
0.083	-0.04
0.08325	-0.04
0.0835	-0.035
0.08375	-0.04
0.084	-0.02
0.08425	-0.04
0.0845	-0.04
0.08475	-0.03
0.085	-0.045
0.08525	-0.065
0.0855	-0.06
0.08575	-0.06
0.086	-0.09
0.08625	-0.08
0.0865	-0.095
0.08675	-0.085
0.087	-0.105
0.08725	-0.09
0.0875	-0.1
0.08775	-0.105
0.088	-0.115
0.08825	-0.1
0.0885	-0.115
0.08875	-0.11
0.089	-0.135
0.08925	-0.095
0.0895	-0.125
0.08975	-0.105
0.09	-0.085
0.09025	-0.015
0.0905	0.02
0.09075	0.03
0.091	0.135
0.09125	0.16
0.0915	0.105
0.09175	0.03
0.092	-0.05
0.09225	-0.05
0.0925	-0.17
0.09275	-0.205
0.093	-0.215
0.09325	-0.175
0.0935	-0.21
0.09375	-0.215
0.094	0.175
0.09425	1.09
0.0945	1.7
0.09475	0.335
0.095	-0.615
0.09525	-0.705
0.0955	-0.46
0.09575	-0.175
0.096	-0.165
0.09625	-0.145
0.0965	-0.155
0.09675	-0.115
0.097	-0.12
0.09725	-0.105
0.0975	-0.105
0.09775	-0.085
0.098	-0.06
0.09825	-0.015
0.0985	-0.005
0.09875	0.02
0.099	0.05
0.09925	0.08
0.0995	0.105
0.09975	0.18
0.1	0.205
0.10025	0.24
0.1005	0.235
0.10075	0.27
0.101	0.27
0.10125	0.28
0.1015	0.26
0.10175	0.23
0.102	0.175
0.10225	0.135
0.1025	0.09
0.10275	0.045
0.103	0
0.10325	-0.005
0.1035	-0.025
0.10375	-0.025
0.104	-0.025
0.10425	-0.02
0.1045	0
0.10475	-0.005
0.105	-0.005
0.10525	-0.005
0.1055	-0.005
0.10575	-0.01
0.106	-0.025
0.10625	-0.02
0.1065	-0.04
0.10675	-0.04
0.107	-0.04
0.10725	-0.05
0.1075	-0.06
0.10775	-0.05
0.108	-0.065
0.10825	-0.06
0.1085	-0.07
0.10875	-0.06
0.109	-0.09
0.10925	-0.08
0.1095	-0.095
0.10975	-0.085
0.11	-0.1
0.11025	-0.09
0.1105	-0.095
0.11075	-0.085
0.111	-0.1
0.11125	-0.075
0.1115	-0.095
0.11175	-0.08
0.112	-0.075
0.11225	0
0.1125	0.03
0.11275	0.035
0.113	0.135
0.11325	0.145
0.1135	0.07
0.11375	0.015
0.114	-0.045
0.11425	-0.055
0.1145	-0.185
0.11475	-0.19
0.115	-0.22
0.11525	-0.18
0.1155	-0.21
0.11575	-0.185
0.116	0.22
0.11625	1.15
0.1165	1.72
0.11675	0.155
0.117	-0.7
0.11725	-0.66
0.1175	-0.405
0.11775	-0.15
0.118	-0.16
0.11825	-0.135
0.1185	-0.145
0.11875	-0.12
0.119	-0.125
0.11925	-0.09
